,portfolio_return
2022-05-06,-0.015191430020038489
2022-05-13,0.0204001460757135
2022-05-20,-0.02006957989573116
2022-05-27,-0.008540591193253974
2022-06-06,-0.0017423921484410437
2022-06-13,0.015160516440621582
2022-06-21,0.0471193981395289
2022-06-28,-0.020112349031790093
2022-07-06,0.008623506169855065
2022-07-13,0.019223075814983715
2022-07-20,-0.008430889118662691
2022-07-27,0.007552267704816531
2022-08-03,-0.0011010166617982891
2022-08-10,0.022722085383834068
2022-08-17,-0.01404008447466188
2022-08-24,-0.020388982074181067
2022-08-31,-0.011670385795535261
2022-09-08,0.016731357784321388
2022-09-15,-0.009087992371225364
2022-09-22,-0.016453645188217753
2022-09-29,0.010196989362729654
2022-10-06,-0.0020026142802954837
2022-10-13,0.027711077809009582
2022-10-20,0.014008053435203581
2022-10-27,0.007911351341395645
2022-11-03,0.000973357467703601
2022-11-10,-0.009330547602640576
2022-11-17,-0.012686418713711305
2022-11-25,0.019481938239947597
2022-12-02,-0.025949416648446678
2022-12-09,0.019122275113019564
2022-12-16,-0.006007742007743283
2022-12-23,-0.006627780962857653
